song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,track_popularity
I Can't Lose (feat. Keyone Starr) - Pomo Remix,Mark Ronson,0.757,0.639,11,-7.34,1,0.434,0.0615,1.45e-05,0.18,46
Get Your Way (feat. Roses Gabor),Brasstracks,0.793,0.726,1,-5.42,1,0.068,0.0102,0.00108,0.755,28
Superstitious - Chris McClenney Remix,MKTO,0.778,0.496,8,-8.516,1,0.103,0.0725,2.8e-05,0.209,29
Where You Belong,Jay Prince,0.813,0.592,7,-7.392,1,0.0585,0.379,1.88e-06,0.125,33
Just A Lover - Pomo Remix,Hayden James,0.725,0.755,7,-7.875,1,0.231,0.235,0.00822,0.311,28
Special Eyes,Xavier Omär,0.658,0.539,8,-6.831,1,0.0546,0.347,0.000404,0.194,0
The One - Wantigga Remix,Triggerfinger,0.766,0.733,5,-7.231,0,0.0829,0.023,0.0473,0.0699,16
My Own Throne,Pat Lok,0.725,0.718,5,-5.867,0,0.233,0.0168,0.000561,0.053,17
Drop Your Love (feat. Dirty Radio),Young Franco,0.661,0.806,5,-6.194,0,0.437,0.0163,0.0,0.117,45
Free Room (feat. Appleby),Ravyn Lenae,0.778,0.465,4,-7.662,1,0.318,0.729,0.000557,0.107,61
My Oh My,starRo,0.663,0.5,9,-8.016,0,0.0405,0.115,0.00228,0.0927,0
Love Somebody - Mr. Carmack Remix,Ta-ku,0.716,0.56,10,-10.456,0,0.0502,0.0247,2.73e-05,0.12,21
Holding On - Pomo Remix,Disclosure,0.868,0.553,7,-8.789,0,0.107,0.191,0.00121,0.0856,27
Like I'm on Fire (Kartell Remix),Karma Kid,0.831,0.391,5,-11.88,0,0.0562,0.0491,0.622,0.0604,0
House Bump For Joe Kay,PYRMDPLAZA,0.886,0.6,6,-3.99,0,0.292,0.142,0.355,0.0536,0
Down On My Luck,Vic Mensa,0.72,0.751,11,-7.69,0,0.194,0.391,0.00152,0.108,46
Spectrum - GEOTHEORY Remix,GoldLink,0.754,0.796,7,-6.804,0,0.325,0.409,0.0,0.117,30
I'M DEAD,Duckwrth,0.593,0.751,4,-9.414,0,0.918,0.707,0.0,0.356,59
In My Nature (feat. Karina),Good Times Ahead,0.715,0.859,5,-5.248,0,0.293,0.217,2.09e-05,0.13,25
Typically Her (Kaytranada Edition),Beverlay,0.722,0.565,1,-8.805,1,0.206,0.0364,2.27e-05,0.386,39
Foggy Windows,Zacari,0.836,0.385,10,-8.559,0,0.0883,0.226,0.00761,0.11,45
Gypsy Woman,GEOTHEORY,0.732,0.705,5,-6.662,0,0.0717,0.0973,0.38,0.107,26
Flight Mode - Jengi Beats Remix,Mr Sanka,0.735,0.652,3,-8.215,0,0.049,0.0239,0.0881,0.0693,21
De Nada,(dc),0.79,0.607,4,-8.273,0,0.182,0.148,0.00104,0.296,28
Kaleidoscope Love - Kaytranada Edition,AlunaGeorge,0.801,0.469,4,-13.131,0,0.182,0.221,0.101,0.0837,51
Dark Skin Women - Pomo Remix,GoldLink,0.764,0.669,11,-6.337,1,0.0577,0.0668,0.000101,0.0727,27
Instinct - MXXWLL Edit,BB Diamond,0.763,0.37,4,-16.247,0,0.513,0.282,0.0,0.127,24
Whole Lotta Lovin' - LeMarquis Remix,Mustard,0.784,0.786,4,-6.822,0,0.232,0.409,2.14e-06,0.146,30
Enough - Jengi Beats Remix,Wantigga,0.854,0.723,6,-5.457,1,0.192,0.126,0.000484,0.106,27
Kiss It Better - KAYTRANADA Edition,Rihanna,0.854,0.498,11,-7.922,0,0.332,0.0229,0.000212,0.3,45
Bedtime Story,GoldLink,0.784,0.812,11,-7.944,1,0.258,0.166,3.16e-06,0.443,0
Luh You,Anderson .Paak,0.697,0.719,7,-5.805,1,0.353,0.0954,1.93e-06,0.0819,44
Love For That,Mura Masa,0.628,0.523,5,-7.246,0,0.192,0.61,0.00609,0.12,2
YOU'RE THE ONE,KAYTRANADA,0.824,0.396,2,-9.663,1,0.332,0.0323,0.00289,0.108,66
Sober Thoughts - Chris McClenney Remix,GoldLink,0.775,0.719,5,-8.613,0,0.447,0.0957,0.0,0.0962,21
January - Kaytranada Edition,Disclosure,0.758,0.625,10,-9.693,0,0.45,0.0124,0.00135,0.361,34
Bruh,Jengi,0.816,0.531,2,-11.898,0,0.0606,0.00661,0.00941,0.0856,23
Disappear,Christian Rich,0.835,0.197,0,-14.931,0,0.27,0.498,0.0,0.25,0
Good Feeling - MXXWLL Remix,Jodie Abacus,0.741,0.42,6,-7.555,0,0.213,0.27,1.29e-05,0.0837,29
BREAKDANCE LESSON N.1,KAYTRANADA,0.771,0.786,10,-7.324,0,0.0648,0.00677,0.901,0.705,47
Illuminate,Good Times Ahead,0.597,0.832,1,-5.959,1,0.182,0.229,0.00123,0.585,26
Trouble - Jengi Beats Remix,OFFAIAH,0.704,0.613,1,-7.738,0,0.0435,0.387,0.702,0.116,34
Start Again (feat. Andrea Cormier),Pomo,0.594,0.791,7,-6.179,0,0.332,0.0251,0.0224,0.0849,28
We Want Love,Snacks,0.932,0.489,1,-9.039,0,0.49,0.0893,1.92e-05,0.062,32
ONE TOO MANY,KAYTRANADA,0.811,0.665,1,-7.009,1,0.221,0.036,5.26e-06,0.185,51
Wifeable (With Sax) feat. Xavier Omär,Masego,0.973,0.657,9,-7.233,1,0.0783,0.0502,2.53e-05,0.138,0
Unique - Louis Futon Remix,GoldLink,0.641,0.795,7,-5.294,1,0.299,0.0039,2.67e-06,0.627,30
Be Alright,Ariana Grande,0.813,0.456,1,-7.667,0,0.0685,0.169,2.85e-06,0.105,70
Firefly,Mura Masa,0.793,0.449,10,-9.243,1,0.136,0.415,2.02e-06,0.0642,5
We Go Back - Jarami Remix,CHINAH,0.708,0.504,7,-8.108,1,0.302,0.0427,0.0,0.18,40
Stay Lost - Cabu Remix,Joe Hertz,0.572,0.498,2,-10.484,0,0.431,0.0471,4.67e-06,0.247,61
73 Degrees (feat. Masego),Mars Today,0.846,0.668,9,-5.879,0,0.0427,0.00643,0.501,0.128,35
Your Love,Tom Misch,0.861,0.463,5,-9.22,1,0.118,0.277,0.00332,0.0599,50
TRACK UNO,KAYTRANADA,0.843,0.448,0,-10.398,1,0.316,0.0126,0.000944,0.0826,52
Something Good (feat. Speelburg),Bondax,0.687,0.921,8,-7.196,1,0.162,0.0879,9.7e-05,0.313,19
THE MOVE - prod. KAYTRANADA,Reva DeVito,0.83,0.374,9,-9.875,0,0.0481,0.0331,0.34,0.0931,45
Put My Hands On You,DEAN,0.592,0.657,10,-6.67,1,0.113,0.406,0.0,0.115,0
Stay Close,Barney Artist,0.869,0.647,1,-8.547,0,0.349,0.317,2.24e-05,0.181,41
Link Up,NxWorries,0.656,0.814,1,-7.229,1,0.269,0.0871,0.000375,0.173,0
Good Together - Jarami Remix,HONNE,0.754,0.504,5,-8.236,0,0.198,0.173,0.0,0.146,28
Dapper (feat. Anderson .Paak),Domo Genesis,0.753,0.594,1,-9.486,0,0.0816,0.0711,0.0,0.391,59
Late Night - ROM Remix,GoldLink,0.732,0.746,0,-6.435,1,0.146,0.675,1.86e-05,0.386,26
Let Me Be (feat. Bo Saris),Bondax,0.719,0.591,1,-7.158,0,0.183,0.746,0.0,0.693,0
Weight in Gold - Louis Futon,Gallant,0.363,0.703,5,-5.033,0,0.275,0.209,0.0,0.254,38
Good Love (feat. Jay Prince),Brasstracks,0.605,0.774,6,-6.269,0,0.315,0.378,6.73e-06,0.0438,30
Redbone,Childish Gambino,0.745,0.359,1,-10.429,1,0.112,0.192,0.00628,0.138,15
Blood On Me,Sampha,0.773,0.518,11,-8.188,1,0.145,0.117,0.0136,0.611,1
Love$ick,Mura Masa,0.65,0.776,6,-5.059,1,0.139,0.138,0.00417,0.27,9
All I See - Pomo Remix,Bondax,0.71,0.735,10,-4.733,0,0.188,0.0134,0.00112,0.216,36
Me and Your Mama,Childish Gambino,0.55,0.451,5,-11.754,1,0.0363,0.00957,0.0228,0.0712,2
Fall in Love,GoldLink,0.627,0.837,1,-7.162,1,0.36,0.058,0.000567,0.328,56
The Sideshow (feat. Ernie Fresh),DJ Shadow,0.82,0.809,7,-8.283,1,0.196,0.0275,0.137,0.308,0
This Christmas,Donny Hathaway,0.634,0.645,5,-9.2,1,0.0376,0.292,0.0,0.246,75
Let It Snow,Boyz II Men,0.697,0.409,0,-11.238,1,0.0369,0.685,2.83e-05,0.114,56
Silent Night,The Temptations,0.503,0.332,0,-11.548,1,0.0264,0.558,0.000815,0.387,4
Happy Holiday,Faith Evans,0.303,0.582,1,-7.612,1,0.0474,0.131,0.0,0.489,37
Sleigh Ride,Tamar Braxton,0.715,0.65,2,-5.615,1,0.163,0.196,0.0,0.319,42
Christmas Time Again,Ashanti,0.701,0.378,1,-7.693,1,0.0279,0.42,0.0,0.0461,11
Deck the Halls / Silent Night,Whitney Houston,0.742,0.668,5,-5.449,0,0.129,0.178,2.07e-06,0.107,5
Joy To the World,Darlene McCoy,0.579,0.834,7,-5.668,1,0.0561,0.00313,4.25e-05,0.18,39
Have Yourself a Merry Little Christmas,Luther Vandross,0.424,0.382,2,-8.754,1,0.0286,0.542,1.03e-05,0.102,28
Winter Wonderland / Don't Worry Be Happy,Pentatonix,0.53,0.398,6,-8.506,1,0.0523,0.274,0.0,0.0858,14
Give Love On Christmas Day,SWV,0.573,0.679,10,-5.123,1,0.0276,0.119,0.0,0.0902,20
Do You Hear What I Hear,Gladys Knight & The Pips,0.539,0.378,9,-8.291,1,0.033,0.748,0.0,0.0967,20
Merry Christmas All,The Salsoul Orchestra,0.641,0.56,1,-9.881,1,0.0434,0.11,0.0,0.213,1
Little Drummer Boy (feat. Solange),Destiny's Child,0.684,0.599,9,-5.538,1,0.394,0.166,3.77e-05,0.494,32
I'm Dreaming of a Black Christmas,L. Young,0.737,0.655,1,-8.651,1,0.0462,0.257,0.000273,0.0989,25
Merry Christmas (feat. D. Scott),Jermaine Hardsoul,0.485,0.428,4,-10.169,1,0.0436,0.175,0.0,0.354,28
Celebrate,Jean Baylor,0.696,0.828,6,-3.586,1,0.176,0.1,0.0,0.195,24
Baby It's Cold Outside (feat. Christina Aguilera),CeeLo Green,0.425,0.378,5,-5.819,0,0.0341,0.689,0.0,0.0664,41
Baby It's Cold Outside,Ella Fitzgerald,0.768,0.0797,10,-13.645,1,0.0563,0.929,0.0,0.125,9
Santa Baby,Eartha Kitt,0.722,0.0767,1,-16.467,1,0.0551,0.969,1.48e-06,0.127,58
Someday At Christmas,Stevie Wonder,0.383,0.391,5,-10.386,1,0.031,0.722,0.0,0.12,59
"Christmas Ain't Christmas, New Years Ain't New Years Without The One You Love",The O'Jays,0.528,0.433,3,-12.278,1,0.0385,0.599,0.0,0.457,0
Merry Christmas Baby - Remastered 2006,Lou Rawls,0.609,0.416,10,-9.654,1,0.0581,0.783,2.36e-05,0.374,38
Santa Claus Is Coming To Town,The Jackson 5,0.691,0.66,5,-8.161,1,0.0354,0.18,0.000266,0.174,28
What Christmas Means To Me,Stevie Wonder,0.503,0.689,0,-5.047,1,0.0463,0.252,0.0,0.0861,15
Merry Christmas Baby,B.B. King,0.538,0.679,2,-4.339,1,0.033,0.65,0.00273,0.124,2
Winter Wonderland,Aretha Franklin,0.611,0.359,7,-8.026,1,0.0253,0.79,0.0,0.391,45
All I Want for Christmas Is You,Mariah Carey,0.335,0.625,7,-7.462,1,0.0386,0.164,0.0,0.0708,90
Jingle Bells,Ella Fitzgerald,0.688,0.7,7,-6.295,1,0.0757,0.73,0.0,0.727,11
I Saw Mommy Kissing Santa Claus,The Jackson 5,0.582,0.818,3,-5.364,1,0.0549,0.133,1.9e-06,0.832,57
Back Door Santa,Clarence Carter,0.683,0.473,5,-14.698,0,0.0307,0.368,2.04e-05,0.313,48
Run Rudolph Run - Single Version,Chuck Berry,0.681,0.715,7,-10.609,0,0.0912,0.812,9.43e-06,0.0777,79
The Christmas Song,Nat King Cole,0.6,0.0658,1,-15.907,1,0.0455,0.989,0.151,0.109,1
"What Christmas Means to Me - from ""The Best Man Holiday Original Motion Picture Soundtrack""",Fantasia,0.679,0.759,1,-5.208,1,0.129,0.0348,0.0,0.0663,49
All Year,Terrace Martin,0.693,0.392,9,-13.466,0,0.0339,0.0761,0.0,0.116,23
Rudolph The Red-Nosed Reindeer,The Temptations,0.402,0.557,0,-11.437,1,0.0298,0.0784,0.0,0.305,7
My Favorite Things,The Supremes,0.219,0.456,4,-10.916,0,0.0311,0.0751,0.0,0.258,10
I Want To Come Home For Christmas,Marvin Gaye,0.451,0.446,6,-10.168,0,0.0321,0.257,4.45e-06,0.103,12
The Christmas Song,Faith Evans,0.419,0.541,8,-9.118,1,0.0543,0.292,0.0,0.354,26
Give Love On Christmas Day,Ledisi,0.522,0.756,0,-6.429,1,0.157,0.37,0.0,0.0865,43
Have Yourself A Merry Little Christmas,Ledisi,0.586,0.594,5,-7.585,1,0.0775,0.591,0.000365,0.137,29
What Are You Doing New Year's Eve?,Ledisi,0.53,0.326,1,-10.147,1,0.0327,0.818,4.02e-06,0.0919,55
White Christmas (feat. Clyde McPhatter & Bill Pinckney),The Drifters,0.538,0.186,8,-10.351,1,0.048,0.821,9.23e-06,0.109,28
Jingle Bells,Natalie Cole,0.529,0.518,5,-8.332,1,0.134,0.534,0.0,0.276,25
Hark! the Herald Angels Sing,Take 6,0.368,0.0323,3,-23.014,1,0.0341,0.821,0.0,0.142,23
Winter Wonderland,Lou Rawls,0.635,0.571,0,-8.461,1,0.066,0.665,2.48e-05,0.0854,23
The Christmas Song,Chaka Khan,0.436,0.228,2,-12.5,1,0.0357,0.675,2.99e-05,0.108,24
Merry Christmas Baby,India.Arie,0.544,0.516,0,-6.363,1,0.0348,0.343,0.0,0.198,30
It's The Most Wonderful Time Of The Year,Toni Braxton,0.336,0.339,5,-14.266,1,0.0332,0.883,4.71e-05,0.113,2
Santa Claus Is Coming to Town,The Whispers,0.576,0.561,2,-14.122,1,0.0423,0.122,0.0,0.0531,25
Silent Night,Boyz II Men,0.225,0.121,2,-19.697,1,0.0375,0.924,1.67e-05,0.128,45
Winter Wonderland,Alexander O'Neal,0.551,0.292,0,-15.494,1,0.0383,0.0802,0.0,0.0811,26
Christmas (Baby Please Come Home),Darlene Love,0.343,0.76,3,-7.146,1,0.0513,0.392,0.000388,0.0773,73
What Child Is This,Kelly Price,0.668,0.525,8,-9.081,1,0.218,0.623,0.000757,0.152,20
Sleigh Ride,TLC,0.772,0.766,5,-8.96,0,0.0533,0.0252,0.011,0.2,45
Have Yourself a Merry Little Christmas,The Whispers,0.32,0.421,1,-8.306,1,0.0284,0.0601,0.00252,0.125,30
"Merry Christmas, Baby - Remastered",Charles Brown,0.552,0.0858,6,-21.025,1,0.0378,0.968,0.0153,0.109,46
Gee Whiz Its Christmas,The Holiday Soul,0.785,0.341,0,-10.32,1,0.0366,0.353,5.41e-06,0.118,25
Have Yourself a Merry Little Christmas,Pentatonix,0.653,0.415,0,-7.489,1,0.0288,0.147,0.0,0.0759,58
One Little Christmas Tree,Stevie Wonder,0.353,0.354,10,-13.448,1,0.0575,0.797,0.0,0.582,48
Santa Claus Go Straight To The Ghetto,James Brown,0.666,0.61,0,-6.101,1,0.0399,0.481,0.0,0.203,4
Frosty The Snowman,Ella Fitzgerald,0.57,0.51,8,-8.148,1,0.057,0.763,0.0,0.285,32
Who Took The Merry Out Of Christmas - Single Version,The Staple Singers,0.599,0.548,8,-9.906,1,0.0608,0.249,0.000933,0.271,42
Favorite Time Of Year,India.Arie,0.513,0.699,1,-6.903,0,0.284,0.287,0.0,0.118,51
O Come All Ye Faithful,Kirk Franklin,0.605,0.837,5,-6.631,0,0.0592,0.42,5.36e-06,0.102,38
Man With The Bag,Jessie J,0.637,0.707,7,-3.534,1,0.0906,0.596,0.0,0.363,54
Hey Santa Claus,The Moonglows,0.664,0.434,1,-10.801,1,0.0349,0.767,0.0,0.319,5
"Silent Night, Holy Night",Bebe & Cece Winans,0.564,0.563,6,-9.809,0,0.0291,0.194,0.000137,0.0394,33
Have Yourself A Merry Little Christmas - Remastered,Lou Rawls,0.474,0.411,8,-7.56,1,0.0383,0.66,0.0,0.569,52
Rudolph The Red-Nosed Reindeer - Stereo,The Supremes,0.367,0.501,0,-8.324,1,0.0734,0.553,0.0,0.0797,1
Please Come Home For Christmas,Charles Brown,0.485,0.301,4,-14.518,1,0.0336,0.755,8.14e-06,0.104,7
"Happy Holidays, Parts 1 & 2",Ohio Players,0.339,0.602,11,-12.926,0,0.0838,0.434,2.25e-05,0.0518,0
Jingle Baby,Stephanie Mills,0.635,0.832,0,-8.249,0,0.0288,0.0204,0.00027,0.124,23
"Rudolph, The Red-Nosed Reindeer",Mary J. Blige,0.467,0.572,7,-5.617,1,0.103,0.528,0.0,0.0517,51
That's What I Want For Christmas - Remastered 1992,Nancy Wilson,0.44,0.121,10,-12.865,1,0.0354,0.898,0.0,0.0981,43
What Are You Doing New Year's Eve? - Remastered,Nancy Wilson,0.311,0.192,6,-14.745,1,0.0389,0.344,0.0,0.0619,43
My Favorite Things (feat. Anita Baker),Cyrus Chestnut,0.359,0.311,8,-14.147,1,0.0459,0.865,5e-06,0.104,35
Christmas Time Is Here,Six Minutes 'Til Sunrise,0.235,0.386,5,-8.93,1,0.028,0.572,0.0,0.0863,20
Merry Christmas Darlin',Six Minutes 'Til Sunrise,0.358,0.501,4,-9.169,0,0.166,0.509,0.0,0.469,20
Soul Holidays,Sounds Of Blackness,0.6,0.921,6,-4.683,1,0.0713,0.391,2.89e-05,0.169,43
Video,India.Arie,0.652,0.604,9,-8.766,0,0.227,0.111,1.01e-05,0.0409,14
Future Love,Frank Mccomb,0.609,0.684,1,-10.133,1,0.0512,0.432,0.000254,0.239,9
No More Rain (In This Cloud),Angie Stone,0.698,0.662,10,-7.997,1,0.087,0.564,1.38e-06,0.0875,49
Afro Blue,Robert Glasper Experiment,0.775,0.571,8,-8.097,1,0.0342,0.0291,0.0882,0.0941,52
Just Friends (Sunny),Musiq Soulchild,0.754,0.376,0,-7.561,1,0.204,0.404,0.0,0.358,55
Next Lifetime,Erykah Badu,0.643,0.413,8,-11.929,0,0.0564,0.129,0.00105,0.095,2
Spring Summer Feeling,Jill Scott,0.677,0.334,4,-9.22,0,0.144,0.301,0.0,0.0778,27
Fallin' in Love,Faith Evans,0.644,0.665,10,-7.857,0,0.0456,0.183,0.000622,0.0954,31
I'll Wait (To Fall In Love),Anthony Hamilton,0.732,0.583,0,-5.513,1,0.0526,0.208,0.0,0.0938,37
Honey,Erykah Badu,0.575,0.822,4,-8.133,0,0.263,0.0454,0.00378,0.0511,25
Simple,India.Arie,0.757,0.458,3,-5.365,0,0.155,0.0367,2.96e-05,0.0931,36
I'm Cool - No Rap Version,Anthony Hamilton,0.749,0.518,1,-7.581,0,0.0987,0.0377,0.0,0.376,37
It Never Rains (In Southern California),Tony! Toni! Toné!,0.718,0.469,5,-9.655,1,0.048,0.27,0.0,0.0469,11
Move Love,Robert Glasper Experiment,0.589,0.433,1,-6.0,1,0.0458,0.324,5.47e-05,0.0698,37
Brown Skin,India.Arie,0.697,0.445,5,-7.081,1,0.0638,0.263,0.00274,0.133,53
Whatever,Jill Scott,0.669,0.557,10,-8.451,0,0.274,0.128,0.000517,0.176,43
Soul Sista,Bilal,0.706,0.326,8,-10.45,0,0.116,0.538,8.06e-06,0.171,51
Mary Go Round,Musiq Soulchild,0.554,0.472,0,-8.215,1,0.285,0.305,0.000492,0.119,38
Fool of Me,Meshell Ndegeocello,0.44,0.239,7,-17.042,1,0.0264,0.772,0.00304,0.0924,45
Anytime,Brian McKnight,0.741,0.437,3,-8.19,0,0.0314,0.0367,0.00184,0.0496,41
Cross My Mind,Jill Scott,0.878,0.242,5,-9.438,0,0.281,0.0312,0.00163,0.133,42
Can't Explain (42nd Street Happenstance),Jill Scott,0.734,0.402,8,-9.581,1,0.0733,0.186,0.0,0.121,25
Gonna Be Alright (F.T.B.),Robert Glasper Experiment,0.471,0.476,7,-6.995,0,0.159,0.221,1.94e-06,0.15,41
Beyond the Stars,Jeff Bradshaw,0.402,0.219,1,-19.019,1,0.0446,0.661,0.248,0.079,18
For Real,Amel Larrieux,0.595,0.525,11,-7.338,1,0.245,0.32,0.0,0.0419,48
Lady,D'Angelo,0.815,0.364,8,-11.834,0,0.089,0.14,0.0255,0.121,62
Molasses,Hiatus Kaiyote,0.554,0.443,7,-7.461,0,0.211,0.185,1.92e-05,0.16,54
Anything (feat. Next),Jaheim,0.727,0.38,5,-7.88,1,0.0455,0.0526,0.0,0.144,21
Midnight Mischief,Jordan Rakei,0.637,0.44,4,-10.811,0,0.0895,0.184,1.15e-05,0.0918,39
Don't Let Me Be Lonely Tonight,David Sanborn,0.539,0.279,2,-9.138,0,0.033,0.852,5.6e-05,0.0787,26
Visions,Musiq Soulchild,0.457,0.37,4,-9.703,0,0.03,0.47,0.0,0.116,36
Conflict Of A Man,ERIMAJ,0.566,0.675,6,-8.904,1,0.0322,0.00714,0.00338,0.143,0
Like A Star,Corinne Bailey Rae,0.605,0.226,2,-10.617,0,0.0347,0.715,0.0001,0.35,63
Put Your Records On,Corinne Bailey Rae,0.739,0.511,9,-7.844,1,0.0362,0.167,1.34e-06,0.133,75
Till It Happens To You,Corinne Bailey Rae,0.659,0.226,1,-11.787,0,0.0517,0.789,0.000113,0.0858,48
Send Me Out (Prod. Kingdom),Kelela,0.672,0.499,9,-8.438,1,0.0466,0.29,5.39e-05,0.179,24
What Kind Of Man Would I Be,Mint Condition,0.651,0.501,0,-8.914,0,0.0312,0.314,0.0,0.141,51
Come Close,Common,0.711,0.467,1,-9.413,1,0.208,0.0844,0.000108,0.0847,46
Nothing Left to Say,Mint Condition,0.752,0.558,0,-4.039,1,0.083,0.148,0.0,0.134,44
Matrimony: Maybe You - Remastered 2018,Maxwell,0.622,0.572,1,-9.16,1,0.153,0.384,1.17e-05,0.523,43
Ponta De Areia,Esperanza Spalding,0.552,0.431,1,-13.926,1,0.0352,0.384,0.352,0.237,35
I Know You Know,Esperanza Spalding,0.578,0.438,2,-11.483,0,0.0696,0.737,0.00877,0.097,54
Cuerpo Y Alma,Esperanza Spalding,0.387,0.44,8,-11.158,1,0.0337,0.519,0.0152,0.0909,32
Precious,Esperanza Spalding,0.506,0.33,2,-12.584,1,0.0571,0.715,5.06e-05,0.0992,44
Closer,Goapele,0.714,0.436,1,-6.471,1,0.0342,0.462,0.0117,0.107,54
Soon as I Get Home,Faith Evans,0.652,0.498,11,-6.201,1,0.0416,0.517,0.0,0.149,57
You Used to Love Me,Faith Evans,0.702,0.458,0,-8.195,1,0.035,0.247,1.64e-06,0.126,58
Butterflies - Demo/Album Version,Floetry,0.708,0.644,8,-4.825,1,0.238,0.264,0.0,0.116,45
Free Yourself,Fantasia,0.717,0.449,5,-9.688,0,0.0596,0.681,0.0,0.0902,54
Ordinary People,John Legend,0.469,0.132,10,-14.001,1,0.0807,0.929,0.0,0.0873,18
Just in Case,Jaheim,0.78,0.572,0,-6.797,1,0.0951,0.0618,0.0,0.0495,50
"Sweet, Sweet Spirit",Gods Property,0.586,0.507,5,-8.184,0,0.0389,0.769,0.0,0.172,26
Keep Tryin',Groove Theory,0.634,0.598,2,-10.415,1,0.0962,0.0997,0.00035,0.298,36
Poetry,The RH Factor,0.757,0.511,0,-10.43,1,0.143,0.199,0.106,0.143,0
How I Know,The RH Factor,0.671,0.322,0,-13.548,1,0.0427,0.409,0.153,0.0886,31
Juicy,The RH Factor,0.606,0.343,0,-12.022,1,0.0492,0.596,0.524,0.529,31
Tell Me,Dru Hill,0.651,0.405,8,-8.397,0,0.036,0.477,0.0,0.131,9
I'll Go,Donell Jones,0.744,0.735,10,-6.514,0,0.0293,0.0188,0.00016,0.0569,47
I Need You Now,Smokie Norful,0.339,0.273,5,-9.945,0,0.0309,0.729,0.0,0.152,50
Sweet Misery,Amel Larrieux,0.593,0.459,8,-9.403,0,0.318,0.411,0.0108,0.399,27
Infinite Possibilities,Amel Larrieux,0.546,0.57,4,-10.289,0,0.0715,0.196,9.95e-05,0.303,13
Where Would I Be (The Question),Kindred The Family Soul,0.423,0.468,6,-8.191,0,0.0711,0.436,0.0058,0.0535,40
Halfcrazy - Album Version (Edited),Musiq Soulchild,0.412,0.769,11,-6.057,0,0.182,0.462,1.16e-06,0.0485,51
Love Calls - Main,Kem,0.812,0.526,6,-9.347,0,0.0621,0.48,0.00203,0.124,52
Angel (Live),Lalah Hathaway,0.567,0.5,11,-9.294,1,0.033,0.369,5.5e-05,0.53,48
Fortunate,Maxwell,0.738,0.357,10,-9.081,0,0.0593,0.116,1.51e-06,0.26,50
You Know That I Love You,Donell Jones,0.767,0.494,6,-5.349,1,0.0421,0.136,0.000277,0.0603,41
If You Love Me,Mint Condition,0.442,0.585,6,-6.012,1,0.0305,0.606,5.85e-05,0.185,39
"The Sweetest Thing (feat. Lauryn Hill) - From the New Line Cinema film ""Love Jones""",Refugee Camp All-Stars,0.609,0.598,7,-10.084,0,0.1,0.0159,2.07e-05,0.0749,42
Sumthin' Sumthin' - (Mellosmoothe) [cut],Maxwell,0.341,0.226,6,-15.614,1,0.0364,0.929,0.0203,0.0927,35
Never Enough,Groove Theory,0.762,0.521,10,-9.076,0,0.136,0.0752,0.0,0.063,26
Gotta Find A Way,Frank Mccomb,0.734,0.323,7,-10.462,1,0.056,0.356,6.25e-06,0.0701,10
If This Is Love,Frank Mccomb,0.732,0.349,8,-8.669,1,0.0308,0.86,3.1e-05,0.0737,5
The Wedding Song,Frank Mccomb,0.552,0.367,1,-9.211,1,0.0332,0.773,1.15e-05,0.132,7
All You Need Is Love,Frank Mccomb,0.634,0.328,11,-11.329,1,0.0597,0.882,2.39e-05,0.0903,14
Dance Tonight,Lucy Pearl,0.787,0.425,10,-5.692,0,0.0641,0.00637,0.00169,0.196,52
Where Would You Be,Yaw,0.377,0.284,4,-9.74,0,0.0368,0.678,4.14e-05,0.0988,45
Didn't Cha Know,Erykah Badu,0.753,0.472,3,-9.761,0,0.121,0.48,0.0133,0.284,62
Orange Moon,Erykah Badu,0.468,0.149,5,-13.976,0,0.0363,0.464,0.000276,0.152,50
Time,Sebastian Mikael,0.549,0.792,3,-6.279,1,0.226,0.452,0.0,0.0954,51
Whipped Cream,Ari Lennox,0.741,0.397,6,-9.34,0,0.035,0.568,0.0,0.153,65
Roll Some Mo,Lucky Daye,0.397,0.507,11,-9.026,1,0.0605,0.259,0.0447,0.142,65
Lady Lady,Masego,0.638,0.666,2,-5.238,1,0.248,0.308,6.97e-06,0.202,0
Ooh Nah Nah (feat. Masego),SiR,0.85,0.273,7,-11.567,0,0.278,0.052,2.22e-06,0.104,64
Blind Man,Xavier Omär,0.89,0.523,6,-8.526,1,0.056,0.453,1.58e-06,0.0831,64
Too Deep,dvsn,0.616,0.243,9,-13.975,1,0.103,0.284,0.149,0.264,61
Think About Me,dvsn,0.547,0.294,7,-10.202,1,0.0482,0.0607,0.786,0.0933,65
Mood,dvsn,0.622,0.446,9,-9.647,0,0.22,0.318,0.0135,0.0904,56
With Me,dvsn,0.771,0.466,0,-8.651,1,0.0308,0.0314,0.000761,0.31,63
Garden (Say It Like Dat),SZA,0.727,0.456,9,-7.26,1,0.285,0.0705,0.0,0.124,69
Roses,BJ The Chicago Kid,0.688,0.611,0,-7.213,0,0.0809,0.337,0.0,0.112,49
Thursday,Leven Kali,0.314,0.399,5,-9.199,1,0.0501,0.692,0.00419,0.11,52
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Kali Uchis,0.702,0.659,4,-6.766,0,0.13,0.301,0.00201,0.218,71
Backwood,Ari Lennox,0.61,0.382,5,-9.591,0,0.196,0.161,0.000101,0.126,53
